player;line_nr;year;age;yrs_experience;team;position;games;minutes_played;vorp;salary;drb;orb;trb
Wayman Britt;3;1980;23;5;ATL;SF;42;1217;2.99;13892894;12.25;6.03;9.14
Wayman Britt;4;1981;24;6;ATL;SF;15;468;3.90;8819375;7.49;7.55;7.52
Wayman Britt;5;1982;25;2;NJN;SG;21;864;2.84;13293396;7.41;7.14;7.28
Wayman Britt;6;1983;26;8;NJN;SG;68;1536;2.35;11335038;8.39;6.7;7.55
Wayman Britt;7;1984;27;9;NJN;SG;35;612;1.55;8137718;8.93;1.56;5.25
Wayman Britt;8;1985;28;10;NJN;SF;39;900;1.61;8377517;6.36;12.05;9.21
Wayman Britt;9;1986;29;11;NJN;SF;88;1510;1.36;7378354;10.48;8.22;9.35
Wayman Britt;10;1987;30;12;NJN;SF;81;108;1.17;6618991;13.6;8.76;11.18
Wayman Britt;11;1988;31;13;NJN;SF;47;321;0.82;5220163;11.68;2.19;6.94
Wayman Britt;12;1989;32;14;VAN;SF;8;251;0.65;4540733;11.29;3.05;7.17
Wayman Britt;13;1990;33;15;NJN;SF;10;201;1.15;6539058;11.95;11.82;11.89
Wayman Britt;14;1991;34;16;NJN;SG;40;1411;1.60;8337550;8.03;0.14;4.09
Wayman Britt;15;1992;35;17;ATL;SG;34;1119;-0.32;663982;13.49;4.68;9.09
Wayman Britt;16;1993;36;18;ATL;SG;95;1044;-0.52;833387;4.08;3.71;3.9
Wayman Britt;17;1993;36;18;NJN;SG;20;939;-1.95;828952;8.13;6.76;7.45
Wayman Britt;18;1994;37;19;NJN;SG;65;228;-3.00;657107;8.04;4.3;6.17
Wayman Britt;19;1995;38;20;NJN;SG;17;451;-2.65;965808;5.57;5.99;5.78
Wayman Britt;20;1995;38;21;DAL;SG;61;2742;-1.42;1253314;8.07;2.04;5.06
Wayman Britt;21;1995;38;20;UTA;SG;78;3108;-1.35;943500;7.81;5.71;6.76
Wayman Britt;22;1996;39;21;UTA;SG;63;2044;-1.73;653113;6.84;6.33;6.59
Wayman Britt;23;1997;40;22;UTA;PF;59;2704;-2.39;937714;9.21;-1.08;7.29
Wayman Britt;24;1997;40;22;DET;SG;32;314;-2.41;734115;9.31;5.89;7.6
Wayman Britt;25;1998;41;23;LAL;SG;96;1618;-2.89;947897;7.86;2.43;5.15
Wayman Britt;26;1999;42;24;LAL;SG;19;27;-3.00;992112;13.26;2.47;7.87
Wayman Britt;27;2000;43;25;LAL;SG;78;834;-2.45;652938;6.75;2.71;4.73
Wayman Britt;28;2001;44;26;LAL;SG;11;332;-36.20;639469;8.84;6.89;6.88
Wayman Britt;29;2002;45;27;NOP;SG;69;2429;-2.63;880734;18.56;4.95;11.76
Wayman Britt;30;2003;46;28;LAL;SG;63;621;-2.98;891110;11.35;4.9;8.73
Wayman Britt;31;2004;47;29;LAL;SG;34;689;-2.47;831171;14.7;8.13;11.42
Wayman Britt;32;2005;48;30;LAL;SF;34;761;-3.00;636703;9.46;9.23;9.35
Wayman Britt;33;2006;49;31;LAL;SF;2;88;-2.64;706661;15.52;5.9;10.71
Wayman Britt;34;2007;50;32;LAL;SF;53;610;-0.70;616785;18.15;9.87;14.01
Wayman Britt;35;2008;51;33;LAL;SF;24;1020;-0.56;772673;15.45;2.2;8.83
Derek Grimm;1;1978;21;2;ORL;SG;41;1486;2.32;11215138;7.12;0.46;3.79
Derek Grimm;2;1978;21;2;SAC;SG;51;1537;1.71;9075030;9.77;2.41;6.09
Derek Grimm;3;1979;22;3;SAC;SG;34;1426;2.57;12214301;5.78;7.34;6.56
Derek Grimm;4;1980;23;4;SAC;SG;4;161;-33.76;9536545;14.2;2.16;8.18
Derek Grimm;5;1980;23;4;WSB;SG;41;1330;1.26;6978689;61.94;10.04;9.3
Derek Grimm;6;1981;24;5;WSB;SG;16;433;0.89;5499929;9.62;1.76;5.69
Derek Grimm;7;1982;25;6;WSB;SG;35;714;-0.20;1143580;11.77;0.31;6.04
Derek Grimm;8;1983;26;7;WSB;C;23;505;-0.78;849079;7.35;6.81;7.08
Derek Grimm;9;1984;27;8;WAS;PF;31;231;-0.89;959207;25.79;13.02;19.41
Derek Grimm;10;1984;27;8;SAS;PF;32;663;-0.58;914268;9.17;8.94;9.06
Derek Grimm;11;1985;28;9;ATL;PF;24;291;0.21;2782207;19.51;11.8;15.66
Derek Grimm;12;1986;29;10;DET;PF;4;188;-0.76;601019;19.16;-39.66;14.24
Derek Grimm;13;1987;30;11;WAS;PF;45;1748;-1.78;675042;11.89;9.81;10.85
Derek Grimm;14;1988;31;12;DEN;PF;22;132;-3.00;735584;15.63;4.8;10.22
Derek Grimm;15;1989;32;13;BOS;PF;70;452;-3.00;949115;17.48;11.16;14.32
Derek Grimm;16;1990;33;14;BOS;PF;56;2149;-3.00;935731;10.19;8.01;9.06
Derek Grimm;17;1991;34;15;BOS;PF;11;-235;-3.00;985640;15.16;5.59;18.67
Derek Grimm;18;1992;35;16;BOS;SF;91;451;-3.00;628262;15.23;16.6;15.92
Derek Grimm;19;1992;35;16;DET;SF;42;218;-2.75;674946;18.34;3.88;11.11
Derek Grimm;20;1993;36;17;PHI;SF;3;92;-3.00;979414;20.68;6.63;13.66
Derek Grimm;21;1994;37;18;PHI;SF;69;2168;-2.63;973095;10.83;10.08;10.46
Derek Grimm;22;1995;38;19;PHI;SF;30;26;-3.00;895956;13.95;7.9;10.93
Derek Grimm;23;1996;39;19;PHI;SF;73;476;-3.00;955871;12.2;4.64;8.42
Derek Grimm;24;1997;40;21;LAC;SF;33;1507;-3.00;946505;12.66;-20.50;7.64
Derek Grimm;25;1997;40;21;NYK;SF;28;1325;-3.00;901556;15.52;57.15;9.95
Derek Grimm;26;1998;41;22;WSB;SF;62;128;-3.00;901667;12.73;2.68;7.71
Derek Grimm;27;1998;41;22;PHI;PG;48;1989;-2.97;600767;14.83;46.80;8.39
Derek Grimm;28;1999;42;18;CHH;SF;27;712;-3.00;668149;12.81;9.09;10.95
Derek Grimm;29;2000;43;24;CHH;SF;70;211;-2.82;746210;11.0;10.1;10.55
Derek Grimm;30;2001;44;25;CHH;PG;34;1136;-2.27;621816;13.85;4.88;9.37
Derek Grimm;31;2002;45;26;PHI;SF;66;629;19.78;691254;16.05;4.46;10.26
Derek Grimm;32;2003;46;27;UTA;SF;13;262;-2.03;863743;9.1;9.84;9.47
Derek Grimm;33;2004;47;28;UTA;SG;64;2273;-2.62;968484;7.71;3.66;5.69
Derek Grimm;34;2005;48;29;UTA;SG;5;31;-3.00;782655;7.03;4.14;5.59
Derek Grimm;35;2006;49;30;LAC;SG;19;524;-3.00;753522;14.32;0.64;7.48
Brian Rowsom;1;1979;17;2;DEN;SG;5;45;0.07;2222676;7.24;5.66;6.45
Brian Rowsom;2;1980;18;3;DEN;SG;5;193;1.02;6019493;9.88;32.56;8.25
Brian Rowsom;3;1981;19;4;DEN;SG;3;94;1.68;8657282;8.12;8.45;8.29
Brian Rowsom;4;1982;20;5;DEN;SF;3;72;1.62;8417483;9.56;5.7;7.63
Brian Rowsom;5;1982;20;5;IND;SF;2;-53;0.87;5419996;12.69;8.2;10.45
Brian Rowsom;6;1982;18;5;CLE;SF;75;2488;1.90;9499400;19.97;3.39;11.68
Brian Rowsom;7;1983;21;6;CLE;SF;77;2420;-11.88;14332525;9.18;7.06;8.12
Brian Rowsom;8;1983;21;6;CHH;SF;92;3057;2.74;12893731;11.44;0.07;5.76
Brian Rowsom;9;1984;22;7;NOH;PG;72;1371;2.80;13133530;12.71;2.93;7.82
Brian Rowsom;10;1985;19;8;NOH;PF;44;1147;2.45;11734703;17.31;3.01;10.16
Brian Rowsom;11;1986;24;9;CHI;PF;71;1537;2.81;13173497;20.16;8.32;14.24
Brian Rowsom;12;1987;25;10;CHA;PF;31;1195;1.43;7658120;26.36;9.19;17.78
Brian Rowsom;13;1988;26;6;CHA;PF;69;1212;1.74;8897081;13.28;3.12;8.2
Brian Rowsom;14;1989;27;12;MIN;PF;35;2830;0.99;5899594;16.35;7.68;12.02
Brian Rowsom;15;1990;28;12;MIN;PF;75;2572;0.81;5180197;20.0;-28.35;12.63
Brian Rowsom;16;1991;29;14;MIN;PF;58;1541;0.88;5459962;17.23;7.75;12.49
Brian Rowsom;17;1991;29;14;PHO;PF;81;3026;1.19;6698924;11.89;4.34;8.12
Brian Rowsom;18;1992;30;11;PHO;PF;62;2624;1.81;9176847;23.81;12.06;20.38
Brian Rowsom;19;1993;31;14;PHO;PF;76;-1889;1.21;6778857;18.09;8.32;13.21
Brian Rowsom;20;1994;32;17;PHO;SG;1;12;2.10;10335875;12.65;4.99;8.82
Brian Rowsom;21;1995;33;18;PHO;PF;22;1011;2.23;10855440;16.67;71.07;13.99
Brian Rowsom;22;1995;37;18;DET;PF;79;1891;2.32;11215138;15.73;6.61;11.17
Brian Rowsom;23;1996;34;19;DET;PF;41;1335;1.94;9696411;12.45;3.97;8.21
Brian Rowsom;24;1996;34;19;SEA;SF;20;959;2.09;10295908;10.78;7.88;9.33
Brian Rowsom;25;1997;35;20;SEA;PG;22;185;1.87;8590791;-20.18;4.6;10.39
Brian Rowsom;26;1998;36;21;SEA;SF;76;3165;0.16;2582374;7.35;6.51;6.93
Brian Rowsom;27;1999;37;22;SEA;SF;17;452;0.01;1982877;18.19;9.24;13.72
Brian Rowsom;28;2000;38;23;DEN;SF;32;484;0.00;1942910;6.73;2.74;4.74
Brian Rowsom;29;2000;38;23;MIA;SF;39;1271;-0.79;802234;13.53;1.48;7.51
Brian Rowsom;30;2001;38;24;MIA;SF;60;626;-2.33;888806;14.78;7.09;10.94
Brian Rowsom;31;2002;40;25;CLE;PF;74;2612;33.50;988611;17.32;13.94;15.63
Brian Rowsom;32;2002;40;29;KCK;PF;54;577;-2.72;605186;20.96;3.51;12.24
Brian Rowsom;33;2003;41;26;KCK;PF;5;173;-3.00;807311;22.34;8.64;15.49
Brian Rowsom;34;2003;41;26;NJN;C;67;2271;-2.86;612841;32.84;4.03;18.44
Brian Rowsom;35;2004;42;24;DEN;C;37;573;-1.97;708640;36.41;21.44;28.93
Earl Watson;1;1979;19;3;DEN;C;40;1640;2.85;13333363;11.18;4.42;7.8
Earl Watson;2;1980;20;4;NOJ;PG;1;7;2.58;12254267;16.59;7.16;11.88
Earl Watson;3;1981;21;5;CHH;C;54;1431;2.67;12613966;27.37;9.98;18.68
Earl Watson;4;1982;22;8;SEA;C;18;12;21.06;17489879;28.66;16.01;22.34
Earl Watson;5;1983;23;7;SEA;C;12;425;3.62;16410783;9.42;22.69;23.82
Earl Watson;6;1983;23;7;NYK;C;10;285;3.41;15571487;26.28;6.4;9.03
Earl Watson;7;1984;24;8;NYK;C;37;1054;2.67;12613966;15.48;-54.54;16.65
Earl Watson;8;1984;24;8;DEN;C;52;2007;2.45;11734703;18.13;6.53;12.33
Earl Watson;9;1985;25;9;DEN;C;29;226;1.36;7378354;25.74;16.67;21.21
Earl Watson;10;1986;26;10;DEN;C;53;869;0.21;2782207;11.33;12.23;11.78
Earl Watson;11;1986;26;10;DAL;C;1;47;-0.29;783881;23.39;5.35;14.37
Earl Watson;12;1987;27;11;DAL;C;72;748;-1.60;948046;14.92;26.81;20.87
Earl Watson;13;1988;28;12;DAL;PF;30;631;-0.87;650239;11.97;10.89;11.43
Earl Watson;14;1989;29;13;DAL;PF;40;763;-0.10;1543245;16.53;5.92;11.23
Earl Watson;15;1990;30;14;DAL;PF;61;1717;-1.60;884431;17.27;3.61;10.44
Earl Watson;16;1991;31;15;DAL;PF;67;1331;-1.39;693688;15.69;4.73;10.21
Earl Watson;17;1991;31;15;DEN;PG;62;2785;-1.37;882826;11.81;11.7;11.76
Earl Watson;18;1992;32;16;DEN;SF;6;44;-0.02;1862977;10.76;5.35;8.06
Earl Watson;19;1993;33;17;DEN;SF;22;219;-1.54;647660;9.7;7.7;8.7
Earl Watson;20;1993;33;17;NYK;SF;16;655;-5.41;766523;16.47;5.62;11.36
Earl Watson;21;1994;34;18;NYK;SF;46;392;-1.23;994721;11.82;55.72;9.61
Earl Watson;22;1995;35;19;PHO;SF;79;1594;-1.55;823193;18.58;3.53;11.06
Earl Watson;23;1996;36;20;PHO;SF;61;998;-2.01;639338;18.37;11.26;14.82
Earl Watson;24;1997;37;21;ATL;SF;27;630;-3.00;747630;21.84;5.49;13.67
Earl Watson;25;1998;38;22;ATL;SF;32;761;-3.00;992552;11.18;10.21;10.7
Earl Watson;26;1999;39;23;MIA;SF;18;536;-2.90;723315;-35.08;7.23;9.01
Earl Watson;27;2000;40;24;LAL;SF;27;88;-2.05;888267;8.71;5.6;7.16
Earl Watson;28;2001;41;20;LAL;SF;60;1914;-3.00;682727;14.7;5.28;9.99
Earl Watson;29;2002;42;26;LAL;SF;50;1708;-3.00;963028;10.93;5.63;7.67
Earl Watson;30;2003;43;27;LAL;SF;46;1078;-2.63;884165;17.66;8.65;13.16
Earl Watson;31;2004;44;28;LAL;SF;57;499;-1.62;856830;17.89;9.41;13.65
Earl Watson;32;2005;45;29;LAL;SG;60;1937;-3.00;780815;11.07;2.15;6.61
Earl Watson;33;2006;46;31;VAN;SG;15;275;-3.00;914959;7.09;10.2;8.65
Earl Watson;34;2007;47;31;ATL;SG;80;3288;-19.57;701899;9.12;2.77;5.95
Earl Watson;35;2008;48;32;ATL;PG;68;1427;-2.59;662952;8.5;3.12;5.81
Nik Stauskas;1;1979;21;2;ATL;PG;25;626;1.33;7258455;5.84;2.21;4.03
Nik Stauskas;2;1980;22;3;CLE;PG;39;1838;1.12;6419158;6.66;0.82;3.74
Nik Stauskas;3;1981;23;4;IND;PG;83;2361;-0.55;761734;9.98;0.42;5.2
Nik Stauskas;4;1982;24;5;IND;PG;69;1532;0.19;2702274;10.49;13.42;7.96
Nik Stauskas;5;1983;21;6;IND;PG;36;685;0.49;4175658;8.69;1.42;4.91
Nik Stauskas;6;1984;26;7;UTA;PG;17;-1566;-16.86;4540733;6.92;0.39;3.66
Nik Stauskas;7;1985;27;8;MEM;PG;1;32;0.57;3321571;7.07;2.14;4.61
Nik Stauskas;8;1986;28;9;HOU;PG;59;2141;-0.09;1583211;11.97;3.03;7.5
Nik Stauskas;9;1987;29;10;HOU;PG;64;1178;-2.55;666015;4.84;0.79;2.82
Nik Stauskas;10;1988;30;11;HOU;PG;35;1564;-1.93;961493;11.66;2.99;7.33
Nik Stauskas;11;1989;31;12;HOU;PG;1;33;-1.61;861535;2.43;1.34;1.89
Nik Stauskas;12;1990;32;13;DAL;PG;60;927;-2.17;639839;9.76;2.62;6.19
Nik Stauskas;13;1991;33;14;VAN;PG;75;3126;-3.00;819598;6.28;3.29;4.79
Nik Stauskas;14;1992;34;15;NYK;PG;55;2603;-2.62;771714;7.97;3.63;4.83
Nik Stauskas;15;1992;34;15;ORL;PG;68;3109;-1.90;810860;8.45;2.22;5.34
Nik Stauskas;16;1993;35;16;ORL;PG;2;1;-2.65;1176067;4.9;-15.14;3.12
Nik Stauskas;17;1993;35;16;PHI;PG;6;133;-3.00;996678;5.18;-4.51;5.41
Nik Stauskas;18;1994;36;17;PHI;PG;39;1229;-1.92;919760;8.77;2.87;5.82
Nik Stauskas;19;1995;37;18;PHI;PG;5;150;-1.12;980251;4.08;2.56;3.32
Nik Stauskas;20;1996;41;19;NOK;PG;94;149;-1.12;991063;9.57;2.88;6.23
Nik Stauskas;21;1997;39;20;MEM;PG;25;912;-1.62;701272;10.2;5.05;7.63
Nik Stauskas;22;1998;40;21;MEM;PG;55;1646;-1.90;790609;-12.40;4.42;4.65
Nik Stauskas;23;1999;41;25;MEM;PG;17;129;-1.71;974852;8.04;1.73;4.89
Nik Stauskas;24;2000;42;23;IND;PG;73;-4234;-2.14;638747;3.94;6.91;5.43
Nik Stauskas;25;2001;43;24;IND;PG;5;12;-1.74;921217;13.28;2.39;7.84
Nik Stauskas;26;2001;40;24;ATL;PG;29;1197;-0.81;782038;5.47;3.76;4.62
Nik Stauskas;27;2002;44;25;ATL;PG;66;159;-0.85;843204;7.92;1.32;4.62
Nik Stauskas;28;2003;45;26;OKC;PG;30;926;-0.63;663123;13.22;0.72;6.97
Nik Stauskas;29;2004;46;27;SAC;PG;65;1163;-1.24;679004;7.38;1.32;4.85
Nik Stauskas;30;2005;47;28;SAC;PG;26;303;-0.99;656845;11.43;1.61;6.52
Nik Stauskas;31;2006;48;29;CLE;PG;67;581;-2.62;819661;13.04;2.79;7.92
Nik Stauskas;32;2007;49;30;DAL;PG;22;-834;-2.42;741549;8.62;3.63;6.13
Nik Stauskas;33;2008;50;31;DAL;PG;16;79;-3.00;786430;7.92;2.7;5.31
Nik Stauskas;34;2009;51;32;UTA;C;29;338;-3.00;650697;11.13;0.9;6.02
Nik Stauskas;35;2010;52;33;UTA;PG;33;-753;-1.87;875000;11.64;1.99;6.82
Leandro Barbosa;1;1979;17;2;DEN;PF;12;334;0.14;2502441;19.52;8.07;13.8
Leandro Barbosa;2;1979;17;2;POR;PF;12;236;0.51;3981202;20.86;12.04;16.45
Leandro Barbosa;3;1979;17;2;POR;SF;54;815;-0.32;663982;17.11;6.91;12.01
Leandro Barbosa;4;1980;18;3;LAC;SF;23;32;-0.95;939467;2.75;6.54;10.26
Leandro Barbosa;5;1981;19;4;LAC;SF;17;496;-0.92;776393;16.54;3.23;9.89
Leandro Barbosa;6;1982;20;5;LAC;SF;39;1042;-0.96;740971;18.32;4.6;11.46
Leandro Barbosa;7;1983;21;6;CHI;SG;11;64;-0.74;604403;10.34;2.54;6.44
Leandro Barbosa;8;1984;22;7;HOU;SG;79;922;-0.17;1263479;5.15;3.64;4.4
Leandro Barbosa;9;1985;23;8;TOR;PF;70;1651;0.87;5419996;7.21;8.71;7.96
Leandro Barbosa;10;1986;24;6;TOR;SG;11;186;2.64;12494066;10.84;-5.41;6.26
Leandro Barbosa;11;1986;24;6;NOH;SG;69;2071;2.41;11574837;7.7;38.14;6.65
Leandro Barbosa;12;1986;24;9;PHO;SG;86;266;3.16;14572324;9.62;7.51;8.57
Leandro Barbosa;13;1987;25;10;PHO;SG;40;665;3.75;16930348;8.53;4.62;6.58
Leandro Barbosa;14;1987;25;10;NOJ;SG;75;-2013;3.27;15011956;5.61;6.76;6.19
Leandro Barbosa;15;1988;26;11;NYK;SG;15;383;3.16;14572324;14.61;4.1;9.36
Leandro Barbosa;16;1989;27;12;CHI;SG;39;1416;4.99;21886194;4.94;2.81;3.88
Leandro Barbosa;17;1990;28;13;CHI;SG;98;651;4.78;21046897;13.43;2.81;8.12
Leandro Barbosa;18;1991;29;14;NJN;SG;1;20;4.88;21446562;13.25;6.36;9.81
Leandro Barbosa;19;1992;33;15;WAS;SG;32;542;5.62;24404083;13.43;2.82;8.13
Leandro Barbosa;20;1993;31;16;WAS;C;45;1642;6.16;19742796;5.15;3.55;4.35
Leandro Barbosa;21;1994;32;17;WAS;PF;70;2123;6.78;29040197;6.56;2.91;4.74
Leandro Barbosa;22;1995;33;18;WAS;PF;70;2252;45.45;25802911;8.81;5.14;6.98
Leandro Barbosa;23;1996;34;19;WAS;SG;60;1371;4.99;21886194;11.42;5.41;8.42
Leandro Barbosa;24;1997;35;20;WAS;C;26;477;5.32;23205088;18.67;4.18;11.43
Leandro Barbosa;25;1997;35;20;TOR;SG;31;671;5.66;24563949;6.76;0.87;3.82
Leandro Barbosa;26;1998;36;21;CLE;SG;10;359;4.88;21446562;6.28;0.65;3.47
Leandro Barbosa;27;1999;37;22;CLE;SG;34;50;4.18;18648907;9.87;3.35;6.61
Leandro Barbosa;28;2000;38;23;CLE;SG;41;93;4.47;19807936;8.85;1.59;5.22
Leandro Barbosa;29;2000;36;23;WAS;SG;32;973;3.82;17210113;11.89;5.51;8.7
Leandro Barbosa;30;2001;39;24;WAS;SG;67;493;3.51;15971152;15.86;4.42;10.14
Leandro Barbosa;31;2002;40;25;CLE;SG;69;2335;1.79;9096914;9.95;4.07;7.01
Leandro Barbosa;32;2003;41;26;LAL;SG;58;346;1.40;7538220;7.59;5.46;6.53
Leandro Barbosa;33;2004;42;27;LAL;SG;34;1524;0.19;2702274;8.51;4.46;6.49
Leandro Barbosa;34;2005;43;28;LAL;SG;21;450;0.06;2470607;13.47;0.89;7.18
Leandro Barbosa;35;2005;43;28;SEA;SG;52;2330;49.17;675192;35.61;2.77;8.06
John Turner;1;1979;20;1;SEA;PF;28;1226;1.31;7178522;10.08;10.61;10.35
John Turner;2;1980;21;2;DEN;SG;50;1063;3.39;15491554;15.22;4.93;10.08
John Turner;3;1981;22;3;TOR;SG;3;121;2.67;12613966;11.23;4.24;7.74
John Turner;4;1982;23;4;TOR;SG;7;-185;2.20;10735540;5.01;26.96;6.72
John Turner;5;1983;24;5;TOR;SF;63;1480;2.85;13333363;18.56;8.87;13.72
John Turner;6;1984;25;6;TOR;SF;56;4157;2.94;13693061;12.62;8.96;10.79
John Turner;7;1985;26;7;NYK;SF;63;503;3.18;14652257;14.15;10.49;12.32
John Turner;8;1986;27;8;LAC;SF;6;240;3.63;16450750;15.8;4.29;10.05
John Turner;9;1987;28;9;CLE;SF;1;17;4.54;20087701;16.73;6.46;11.6
John Turner;10;1988;29;10;UTA;SF;72;16;3.05;14132693;-7.22;4.86;8.9
John Turner;11;1989;30;10;PHO;SG;14;277;-24.63;9136880;11.31;2.99;7.15
John Turner;12;1990;31;12;PHO;SG;51;202;0.07;2222676;12.02;6.45;9.24
John Turner;13;1991;32;13;PHO;SG;39;1380;-0.67;769099;12.06;4.51;8.29
John Turner;14;1992;33;14;PHO;SG;18;186;-1.73;754854;8.19;3.15;5.67
John Turner;15;1993;34;15;PHO;SG;34;997;-0.68;809124;5.86;-26.33;3.66
John Turner;16;1994;35;18;PHO;SG;52;1258;-1.10;876677;10.78;1.13;5.96
John Turner;17;1994;35;16;CHA;SG;3;119;-2.30;631547;10.19;4.48;7.34
John Turner;18;1994;35;16;SAC;PG;49;162;-3.00;878477;4.2;2.55;3.38
John Turner;19;1995;36;17;CHO;C;48;146;-3.00;901070;10.58;5.74;8.54
John Turner;20;1996;37;18;MIA;SG;5;139;-3.00;735743;11.45;4.82;7.80
John Turner;21;1997;38;19;WSB;SG;40;1740;-3.00;959100;8.23;7.74;7.99
John Turner;22;1998;39;20;HOU;SG;21;761;-2.94;887541;9.97;3.32;6.65
John Turner;23;1999;40;21;DEN;SG;3;80;21.96;627943;7.47;9.19;8.33
John Turner;24;2000;41;22;NJN;SG;29;285;-2.40;791109;4.43;0.5;2.47
John Turner;25;2001;42;23;SEA;SG;65;15;-2.89;825384;10.84;6.56;8.7
John Turner;26;2002;43;24;NJN;SG;78;3104;-3.00;-24635;7.84;5.66;6.75
John Turner;27;2003;44;25;NJN;SG;9;249;-3.00;849921;14.02;1.65;7.83
John Turner;28;2004;45;26;NJN;SG;13;73;-3.00;865454;8.48;5.4;6.94
John Turner;29;2005;42;27;NJN;SG;24;966;-3.00;752903;5.82;5.12;5.47
John Turner;30;2006;47;25;NJN;SG;20;515;-3.00;796694;10.84;2.23;6.54
John Turner;31;2006;47;28;SAC;SG;42;1801;-2.94;961292;4.43;7.77;6.1
John Turner;32;2007;48;29;SAC;SG;52;2094;-2.13;652434;11.13;5.45;9.02
John Turner;33;2008;49;30;ORL;SG;42;1780;-2.49;777865;5.05;8.52;6.79
John Turner;34;2008;49;30;MEM;PG;40;256;-3.00;642686;8.02;3.43;5.73
John Turner;35;2009;50;31;MEM;PF;47;704;-3.00;813985;25.83;0.33;3.48
Wayman Tisdale;1;1979;20;1;CHA;PG;38;697;-0.39;384216;9.15;2.04;5.6
Wayman Tisdale;2;1980;21;2;KCK;PG;13;365;0.91;5579862;10.94;4.16;7.55
Wayman Tisdale;3;1980;21;2;SEA;PG;48;1898;1.83;9256780;8.18;3.39;5.79
Wayman Tisdale;4;1980;21;2;NOJ;PG;63;1496;1.10;6339225;4.89;3.21;4.05
Wayman Tisdale;5;1980;21;2;PHO;PG;70;316;1.64;8497416;8.56;1.59;5.08
Wayman Tisdale;6;1981;22;3;PHO;PG;76;2870;0.98;5859627;9.88;0.36;5.12
Wayman Tisdale;7;1982;23;4;CHH;SG;78;381;0.98;5859627;10.86;6.09;8.48
Wayman Tisdale;8;1983;24;5;DET;SG;23;277;0.77;4647363;13.53;22.63;8.45
Wayman Tisdale;9;1984;25;6;DET;SG;19;179;1.55;8137718;9.02;3.09;6.06
Wayman Tisdale;10;1985;26;7;DET;SG;61;1711;2.57;12214301;11.23;0.31;5.77
Wayman Tisdale;11;1986;27;4;DET;SG;7;274;2.40;11534870;13.08;4.26;8.67
Wayman Tisdale;12;1987;28;9;LAL;SG;26;92;3.47;15811286;-27.73;5.59;9.01
Wayman Tisdale;13;1988;29;10;LAL;SF;72;279;46.90;6938723;10.68;3.39;7.04
Wayman Tisdale;14;1989;30;11;HOU;SF;35;643;2.07;10215975;14.62;8.58;11.6
Wayman Tisdale;15;1990;31;12;HOU;PG;15;295;3.06;14172659;17.8;3.35;10.58
Wayman Tisdale;16;1991;32;13;NJN;PF;24;114;3.71;16770482;22.12;9.47;15.8
Wayman Tisdale;17;1992;33;14;MIA;PF;74;734;5.20;22725490;17.88;7.52;12.7
Wayman Tisdale;18;1993;34;15;MEM;PF;81;596;5.92;25603078;17.61;9.12;13.37
Wayman Tisdale;19;1994;35;16;MEM;PF;26;677;7.04;30079326;19.59;11.21;15.4
Wayman Tisdale;20;1995;36;17;MEM;PF;80;3588;7.22;30798723;14.45;7.13;10.79
Wayman Tisdale;21;1996;37;18;DEN;PF;25;1007;6.68;28640532;-44.51;5.54;8.25
Wayman Tisdale;22;1997;38;19;DEN;PF;19;440;6.51;27961102;20.71;9.37;15.04
Wayman Tisdale;23;1998;39;20;SEA;PF;61;-3775;5.89;25483179;23.61;5.49;14.55
Wayman Tisdale;24;1999;40;21;TOR;PF;32;1359;7.32;31198388;14.91;15.47;15.19
Wayman Tisdale;25;2000;41;22;NYK;PF;32;651;6.92;29599728;18.58;10.43;14.51
Wayman Tisdale;26;2001;45;23;NYK;C;6;129;6.95;29719628;24.71;19.68;15.86
Wayman Tisdale;27;2002;43;24;ORL;C;30;1009;5.56;24164284;20.65;9.39;15.02
Wayman Tisdale;28;2003;44;25;NOJ;C;29;609;5.11;22365792;17.6;19.11;18.36
Wayman Tisdale;29;2004;45;26;BUF;C;68;679;6.32;27201738;16.39;6.59;11.49
Wayman Tisdale;30;2005;46;27;WAS;PG;74;4637;7.09;30279159;16.05;16.17;16.11
Wayman Tisdale;31;2005;46;27;DEN;C;6;4;7.39;31478154;20.04;4.14;12.09
Wayman Tisdale;32;2006;47;28;DEN;C;37;909;37.07;30119293;34.94;1.15;18.05
Wayman Tisdale;33;2007;48;29;IND;C;16;308;7.70;32717115;29.65;10.15;19.9
Wayman Tisdale;34;2008;49;30;GSW;C;62;1186;6.59;28280834;17.7;10.58;14.14
Wayman Tisdale;35;2009;50;31;GSW;C;54;2112;7.41;31558087;18.85;20.77;19.81
Kendall Marshall;1;1979;19;3;GSW;PF;12;349;0.17;2622341;21.83;12.46;17.15
Kendall Marshall;2;1980;20;4;NJN;PF;63;2656;0.39;3501604;17.49;13.15;15.32
Kendall Marshall;3;1981;21;5;HOU;PF;47;1391;-0.33;624015;21.15;6.14;13.65
Kendall Marshall;4;1982;22;6;HOU;PF;38;956;-0.80;834391;19.01;7.42;13.22
Kendall Marshall;5;1983;23;9;HOU;PF;72;1593;-1.18;740078;18.42;2.3;10.03
Kendall Marshall;6;1984;24;8;SAS;C;23;406;-0.04;1783044;28.95;25.24;27.1
Kendall Marshall;7;1985;25;9;SAS;C;99;134;0.66;4580699;15.33;4.24;9.79
Kendall Marshall;8;1986;26;10;DAL;C;20;572;-0.07;1663144;15.73;9.69;12.71
